feedback_id,feedback_date,feedback,location_name
207777008,2014-05-28,"We stayed at the XT recently and found this hotel really went above and beyond anything we have experienced in other top rated hotels.  The staff seem genuine and caring and were always so nice to deal with.  The restaurant staff were top notch, and the house keepers were cheerful and very good at their job. Overall a pleasant experience.",Vancouver
482932378,2017-05-08,"I was very pleased with my recent stay at the XT Vancouver; a very comfortable room with high end toiletries, friendly and helpful staff, and a well-run moderately priced restaurant.  It is easily accessible to all tourist and business destinations via the metro.  I will definitely stay at this hotel again upon my next trip to Vancouver.",Vancouver
312543845,2015-09-21,"The service here was unobtrusive, but helpful and friendly when we asked for anything.While it was out of the centre of the city the cheap public transport was close and made getting around easy and convenient.  We didn't realize how close we were to Metrotown Mall when we booked so it was an added bonus.The I room fridge was an added",Vancouver
174596769,2013-08-28,"The pool and hottub were broken and when they were fixed, did not work properly. The pool was warmer then the hottub and the staff was unhelpful. The breakfast only goes until 9. Not family friendly and highly do not recommend this hotel. Any hotel in Vancouver and Burnaby would be better then this, at best, 2 star hotel.",Vancouver
204398465,2014-05-06,"We stayed for work so we didn't spend much time in the rooms, but they were clean and large. The staff were very helpful and attentive. The gym facilities are sparse and uninspiring, but the amenities were there. The roof top pool was nice and quiet for the most part. Proximity to the skyrail, metrotown station was key.",Vancouver
207760940,2014-05-28,"I didn't expect much as this is not in Vancouver and I paid around 130$ per night. As I started going around the area and took the sky train, I realized the location of the hotel was perfect. The bed was pretty comfortable and the room size was big enough also. If you need to be in this area, I do recommend this hotel.",Vancouver
224912279,2014-08-27,"My husband had a business trip to Vancouver, so the kids and I tagged along. The hotel was at a very convenient location, especially if you want some good Chinese food. The second floor of the hotel connects to Crystal Mall--a collection of Asian stores and food stands. We had a good time walking around there.",Vancouver
161292001,2013-05-15,"I was impressed at the  quaility of the resort, faulous lines on the baeds, which were amazinglt comfortable. WE had fabulous service, cleanliness is fantastic, food in executive loungs  great, views great .Location  is amazing next to Metrotown,  the largest Mall in BC, and a bonus of chinese mall next door.",Vancouver
458791677,2017-02-11,"Rooms are always clean and comfortable, they're probably due for an upgrade. They're quite large, which is also nice, I find newer hotels have ridiculously time rooms. Great location - right across from Metrotown! Shopping!! The best part about this hotel is the staff, they're incredibly friendly and helpful.",Vancouver
570882991,2018-04-03,"We chose this hotel due to its location near Skytrain, Metrotown, and a park. It did not disappoint, and hotel staff were incredibly friendly and helpful. They were in the midst of a few repairs and maintenance to the building which is understandable, and can only mean it will be better when you stay there.  ",Vancouver
177975723,2013-09-20,"When visiting Vancouver BC this is the perfect central location hotel to stay. Everyone is friendly and at your service to make the experience worth coming. We will come back. Helped us in places to go and see and the hotel is safe and very comfortable, great pool, friendly staff at the Bar and good food.",Vancouver
302247487,2015-08-22,I stay at the XT regularly for business trips and the staff are always friendly and helpful. Facilities in the hotel are great and there are lots of restaurants and other places around the area. I especially like the outdoor pool (even in winter) and the rooms on the corner with windows on two sides.,Vancouver
342467983,2016-01-24,"Booked thru travelzoo because was a better deal than thru hotel itself ! Was told when booked thru hotel would be best deal and would honour any deals and match ! Well they didn't and so booked thru travelzoo at a great saving , hotel was fine  nothing special , strange room for 1 bedroom suite but ok ",Vancouver
170168678,2013-05-31,"I was very pleased with the service and cleanliness of this hotel.  There were staff available for great service, and they were very helpful.  I will return to this hotel when visiting Vancouver.  Being near the SkyTrain and Metrotown makes it a great location.  There is also a park across the street.",Vancouver
567574127,2018-03-19,Me and my girlfriend stayed here for one night and she did not want to leave the staff were amazing and the room was excellent I would definitely stay in this hotel next time I travel. Only issue I found was the tub was very slippery felt very unsafe taking a shower would recommend rubber foot pads,Vancouver
236355770,2014-10-26,Always enjoy staying here. Great service. Use the valet parking- worth the extra cost. Room was near the elevator so was quite noisy. Pillows way too soft so with the noise didn't sleep really well. Great banquet with our event. This is a good horel. Would have been 5 stars if it hadn't been noisy.,Vancouver
252187876,2015-02-01,"pool hot tub fitness center VERY small and disappointing. paid for executive rate and executive lounge was closed upon arrival, found out later staff had failed to give me coupon for appy's in hotel lounge. Requested to get regular rate and opt out of executive rate and was refused by manager.",Vancouver
473708167,2017-04-08,The main issue is that this hotel doesn't have its own designated parking lot so you must struggle getting through a parking lot shared by the mall.  So if your not in a car the hotel is fine. Nice views etc... but if you have a car be prepared to be frustrated on weekends and afternoons. ,Vancouver
245200654,2014-12-19,"Excellent hotel with very friendly staff. The check in process was very fast and convienent The rooms were clean, the lobby inviting and breakfast was great. The beds made for a very comfortable stay. Highly recommend this hotel to others to stay at. I will be staying at this hotel again.",Vancouver
402667991,2016-08-07,"excellent family stay. subway near hotel is great bonus- 25 min to downtown. We took CAA package and enjoyed very good breakfast included to the price. We recommend to use e-check in, we had option to choose our room and floor using hotel's room map.  highly recommenced for any occasion.",Vancouver
414735816,2016-09-04,We booked a room for 2 nights. One of those nights was not available. The staff upgraded us for free. Top floor beautiful view even tho there was lots of construction. Super friendly staff. The pool and hot tub need some major upgrading. Love how close metro shopping was. Great stay! ,Vancouver
188637757,2013-12-26,"Believe me when I attest that each and every staff member you will encounter here are not only efficient and professional, but warm, friendly, kind and caring. They are genuine folks who always go out of their way to treat me and every guest like gold! They are wonderful people!!!",Vancouver
234325884,2014-10-14,"I've been in this hotel from OCT 9th to 13th for an AIESEC regional conference. It was simply amazing, great servicing, nice rooms, very friendly and kind staff and the food was good. I would recommend it for both Tourism and Business, you will not regret what you paying for.",Vancouver
561596873,2018-02-19,"Superb place, spotless, comfortable, tremendous staff, and convenience you can't beat. You are in the heart of Burnaby, most everything is in walking distance, including the SkyTrain, which puts you in the heart of Vancouver in 15 minutes. Value for your money can't be beat.",Vancouver
497148889,2017-06-29,We were in XT for five days ! Very centrally located ! Just next to metropolis mall and sky train ! Room size is good we were 4 people in one room ! But very comfortable ! Buffet breakfast is really good ' hotel has all the amenities and staff is very good and helpful! I,Vancouver
545888501,2017-12-07,The XT at Metro town is an exceptional hotel with the greatest staff.  A true home away from home! The staff treat you like a friend and go out of their way to attend to your needs while there. I would highly recommend the XT at Metro town to anyone going to Burnaby.,Vancouver
194767470,2014-02-20,I just love staying here! Best beds! And the best front desk service! We arrived early for meetings and were allowed early check in and also a later check out! They really accommodate me and I like that the front desk people always are smiling! It makes a big difference!,Vancouver
235824530,2014-10-21,"I enjoyed delicious meals in the hotel restaurant and lounge, received excellent service from friendly staff and was impressed with the appearance and cleanliness of the entire hotel.  The room was spotless and comfortable. Great location next to shopping and transit.",Vancouver
332467005,2015-12-13,"Our room on the 12th floor was very clean, bed was comfortable and loved the pillows. Would definitely recommend to others. Don't like to pay extra for parking, but seems like it is the norm in this area.Great special price for our stay and super close to Metrotown. ",Vancouver
471791776,2017-03-31,"What a find! Close to great shopping, the sky train, and fast access to the highway - very central if you have to get around the lower mainland. The rooms are very well appointed and the I can't say enough about the staff. The food was very well priced and presented.",Vancouver
494119217,2017-06-18,It was very welcoming coming into the hotel the staff are very friendly the restaurant was very good and they were very helpful the staff. I like tell the lady in the restaurant went over and above and gave my wife a blanket to keep her warm  and adjusted the heat. ,Vancouver
218146550,2014-07-28,"Had a very good stay, hotel staff is friendly and accommodations were nice and clean. Location is excellent and even though there is a lot of construction around the area, very little noise. The Skytrain was out of commission for a few hours but taxis are plentiful.",Vancouver
512913430,2017-08-14,It is not value at all which u pay for per night. Even online pre checkin is not useful when you arrived we got room at 4.30 inspite of 3 o clock time. No option for vegetarians except bread and fruits and Chefs doesn't know how to cook and they will not do as well,Vancouver
357861932,2016-03-23,The room was small nothing special. Hot tub was a 4 person packed while children running wild dive bombing and unsupervised in the lengths pool.  For a XT i day they could do better at this one. Considering parking id $16.00 and internets $6.95 for 3 devices. ,Vancouver
202469323,2014-04-23,"From fire alarms going off all night long,to worn decor and uncaring (bordering on rude) staff, this hotel has relied on its location for too long. The convenient location no longer makes up for its glaring deficits. It's off my list for handy aces to stay.",Vancouver
389743853,2016-07-06,The hotel including the elevator smells of Chinese food. The smell is in some of the linens too. Our room was not cleaned properly. Found some person items (unmentionables) left by previous guests.XT should offer unbiased service to all guests.,Vancouver
253632497,2015-02-10,Very nice clean comfortable room.  The location is great and the staff is very friendly and accommodating! I would recommend this hotel to anyone needing to stay in Burnaby.  Its a bonus that it is attached to metro town as well and near sky train!,Vancouver
601314296,2018-07-30,"This location was convenient to restaurants, shopping and the SkyTrain for trips to downtown. The staff provided excellent reccomedations for attractions and restaurants. The roooms were very clean and modern. I would stay at this location again",Vancouver
494420859,2017-06-19,"The staff here were so nice and professional, yet personal. They gave us suggestions of things to do, places to visit and the best and safest ways to get there. Room was very nice, clean and quiet. Restaurant food and receptions were very nice.",Vancouver
372511292,2016-05-12,"Great service, great room, nice size rooms with great amenities. We enjoyed dinner with great food, wonderful waiter and breakfast was excellent! with a great waitress! Very close to Metrotown and we could not hear the road noise from our room!",Vancouver
353101725,2016-03-05,"Had a wonderful stay here!  Steve at the Reflect Lounge was a blast to hang out with and Cecile was very very nice.  Accommodations are great,  the beds and pillows are wonderful! Every staff member at this hotel are very polite and helpful.",Vancouver
571920419,2018-04-08,"Our toilet was broken, our heating was broken and the people who tried to fix the problems were super invasive. The beds were not very soft. I was not happy with our stay considering we thought The XT to be a night we treat ourselves. ",Vancouver
445430531,2016-12-19,The gem is located across the street from metro town which made it easy for Xmas shopping. The room was very clean and bright. The buffet breakfast was $22.00 which I found very expensive especially when most of the food trays were empty. ,Vancouver
507494027,2017-07-31,right in the heart of Metrotown. Comfy bed. You can hop a train to downtown easily. great if you dont want to spend $500 a night + for downtown hotel.  lots of local asian choices for food near by. also Earls was a great meal we had.,Vancouver
217138570,2014-07-23,"Badly on need of an update. Uncaring rude staff, great location. Overpriced and living on its reputation. Unless they make some improvements they will find their customer base dwindles.bathrooms are clean but worn. View is great.",Vancouver
469023095,2017-03-20,"this hotel have good services, friendly services for our tred show s, they very good hotel to have tread shows. good bell man , and front desk ,services very clean rooms goos housekeeping  services ,  i like this hotel very much",Vancouver
335875892,2015-12-29,The hotel is very clean and located central to everything . The service and associates were very accomodating and friendly. A very nice experience. Located right accross the street from a major mall and the light rail transit.,Vancouver
166122797,2013-07-01,"Excellent hotel, clean, spacious rooms.  Very good meeting facilities.  Staff very good at their jobs, helpful and polite.  Only complaint is parking facilities not adequate for size of hotel.  Otherwise a positive experience.",Vancouver
541116485,2017-11-15,"Excellent stay. The room was very clean and very much worth the price we paid for it. The staff was friendly and helpful. If I ever return to the area, I look forward to staying in this hotel again. I would highly recommend. ",Vancouver
503382517,2017-07-18,"Staff friendly and helpful. Good location-easy to reach by Sky Train from airport. Nice garden to enjoy across the street next to library. Enjoyed concert in park and people watching. Convenient for eating, shopping, walking.",Vancouver
158791167,2013-04-21,"I have stayed at this hotel numerous times over the past 10 years. The staff and managemenbt are absolutely wonderful. The hotel is extremely clean and quiet, and the beds are very comfortable. This is a great place to stay.",Vancouver
227836213,2014-09-08,"Close to all trains, buses and a very large shopping center. The staff are very good and the rooms are quiet and clean. Only $40 taxi from the airport. The bar and restaurant staff look after you very well. I will be back.",Vancouver
306460374,2015-09-02,"The room was very comfortable. Great location close to the Skytrain, shopping and many restaurants. Their Sunday Brunch had an amazing selection with crab, claims and prawns. The staff was courteous and very professional.",Vancouver
198761928,2014-03-23,This hotel never disappoints.  The location is great really close to Skytrain and a large shopping mall. The staff is wonderful.  Super friendly and helpful. The rooms are spacious and the beds are extremely comfortable.,Vancouver
465640615,2017-03-08,"This hotel is always a pleasure. Check in fast and easy. Friendly staff.   The odd time the room has minor issues, more things I am sure have never been reported to maintenance. Reasonable close to the shopping center.",Vancouver
606875294,2018-08-15,Receptionist are not paying attention and everything went wrong! I called i email i never got any response. Do try to find a better place to stay if you have a plan to visit vancouverDo not stay in this property,Vancouver
464818172,2017-03-05,I'm a local but have been at many conventions here and have stayed on other occasions. Service is first class and staff have a can do attitude- highly recommended for large groups or just on your own or couples,Vancouver
576531930,2018-04-29,"right next door to Metrotown mall - very hardworking staff who make you feel welcome. good cappuccino! reasonable breakfast. good quality fish on menu. fast, reliable internet. only 30 minutes from the airport",Vancouver
161292423,2013-05-15,"extremely substandard beds and pillows, super  stinky lobby no free wi fi expensive for everything at hotel........................... I would never stay here again the location was very close to the mall",Vancouver
354482480,2016-03-10,Very nice overall but not the greatest location.  We would recommend to others that need to be in that general area but would probably not stay here again unless we needed to be in that particular place.,Vancouver
532894759,2017-10-14,XT Diamond Member here. To travellers reading this: the only reason why I would write that in the first line is because these reviews wouldn&#39;t be read by the hotel otherwise.,Vancouver
358768008,2016-03-26,"This location is great for shopping and is only a few minute walk from the sky train station. The staff are friendly and the rooms are clean. The hotel is set up weird and it hard to find the small outdoor pool. There is a great Asian style mall/food court attached to the hotel and all though this is convenient, it also brings the smell into the whole hotel.  Better prices that downtown Vancouver and a 15-20 min sky train ride that cost about $3 will get you into the heart of downtown. ",Vancouver
181438500,2013-10-17,"Hotel was good and a hop away from shopping the Metro mall but room service is not 24 hrs. When I am out and about it would be nice to have a list of pizza or pasta places that deliver to the hotel especially if I drove by one on the way down. I guess I shouldn't assume that the hotel would know better than what I have saw. Next time I'll do more research as who offers those midnight snack. Could of been worse I'm sure I saved a few midnight calories, lol.",Vancouver
184982516,2013-11-17,Just completed 3 night stay.  Great accommodation very close to Skytrain and the access to downtown that it provides.  Great service in the Restaurant and Bar.  Special mention to Jonathan made the last night very entertaining.  Retail mall just across the street make it a great location.,Vancouver
447982843,2016-12-30,"Although it was only for one night, our stay was a pleasant one. Wish I stayed longer as I heard there was a casino just minutes away and a huge mall which we did go to. Plus there was a Chinese shopping mall next door. Walked through it and wish I walked around more but time was limited.",Vancouver
347043822,2016-02-11,Very close to skytrain Doesn't include a bottle of water Bathroom doors open outwards like a closet Higher up is better to not hear the skytrain Use the XTHonors phone app (makes it easier) Internet is only 1MB throughput unless you pay for premium Shopping mall is very close by (for anything forgotten at home) Starbucks is 1 block away.,Vancouver
